date,sku_id,store_id,actual_units_sold,predicted_units_sold,forecast_error,absolute_error
2025-09-16,SKU00001,ST01,0.0,0.0,0.0,0.0
2025-09-16,SKU00196,ST01,11.0,11.033704761904762,-0.03370476190476168,0.03370476190476168
2025-09-16,SKU01501,ST01,0.0,0.0,0.0,0.0
2025-09-16,SKU02440,ST01,21.0,20.850914285714282,0.14908571428571804,0.14908571428571804
2025-09-16,SKU01244,ST02,6.0,6.035466666666667,-0.0354666666666672,0.0354666666666672
2025-09-16,SKU01305,ST02,19.0,19.017333333333333,-0.0173333333333332,0.0173333333333332
2025-09-16,SKU02073,ST02,0.0,0.0,0.0,0.0
2025-09-16,SKU03347,ST02,5.0,5.102333333333333,-0.10233333333333317,0.10233333333333317
2025-09-16,SKU01180,ST03,0.0,0.0,0.0,0.0
2025-09-16,SKU02292,ST03,0.0,0.0,0.0,0.0
2025-09-16,SKU02719,ST03,0.0,0.0,0.0,0.0
2025-09-16,SKU03139,ST03,2.0,2.128,-0.1280000000000001,0.1280000000000001
2025-09-16,SKU03177,ST03,0.0,0.0,0.0,0.0
2025-09-16,SKU03576,ST03,0.0,0.0,0.0,0.0
2025-09-16,SKU03872,ST04,0.0,0.0,0.0,0.0
2025-09-16,SKU00214,ST05,0.0,0.0,0.0,0.0
2025-09-16,SKU00483,ST05,0.0,0.0,0.0,0.0
2025-09-16,SKU00916,ST05,6.0,6.110133333333332,-0.11013333333333186,0.11013333333333186
2025-09-16,SKU01519,ST05,0.0,0.0,0.0,0.0
2025-09-16,SKU02090,ST05,0.0,0.0,0.0,0.0
2025-09-16,SKU03595,ST05,0.0,0.0,0.0,0.0
2025-09-16,SKU00949,ST06,0.0,0.0,0.0,0.0
2025-09-16,SKU02790,ST06,0.0,0.0,0.0,0.0
2025-09-16,SKU03015,ST06,0.0,0.0,0.0,0.0
2025-09-16,SKU04313,ST06,0.0,0.0,0.0,0.0
2025-09-16,SKU01539,ST07,8.0,8.010466666666668,-0.010466666666667734,0.010466666666667734
2025-09-16,SKU01677,ST07,6.0,6.047266666666668,-0.04726666666666812,0.04726666666666812
2025-09-16,SKU01702,ST07,0.0,0.0,0.0,0.0
2025-09-16,SKU03116,ST07,0.0,0.0,0.0,0.0
2025-09-16,SKU00843,ST08,0.0,0.0,0.0,0.0
2025-09-16,SKU01791,ST08,0.0,0.0,0.0,0.0
2025-09-16,SKU04503,ST08,0.0,0.0,0.0,0.0
2025-09-16,SKU04536,ST08,23.0,22.44405238095238,0.5559476190476182,0.5559476190476182
2025-09-16,SKU03951,ST09,9.0,8.436663492063493,0.5633365079365067,0.5633365079365067
2025-09-16,SKU01058,ST10,0.0,0.0,0.0,0.0
2025-09-16,SKU01393,ST10,6.0,6.051999999999999,-0.051999999999998714,0.051999999999998714
2025-09-16,SKU04167,ST10,0.0,0.0,0.0,0.0
2025-09-16,SKU04450,ST10,4.0,3.9983333333333335,0.0016666666666664831,0.0016666666666664831
2025-09-16,SKU00734,ST11,0.0,0.0,0.0,0.0
2025-09-16,SKU01116,ST11,2.0,2.001,-0.0009999999999998899,0.0009999999999998899
2025-09-16,SKU02159,ST11,17.0,17.009666666666668,-0.009666666666667822,0.009666666666667822
2025-09-16,SKU02580,ST11,11.0,10.852933333333334,0.14706666666666557,0.14706666666666557
2025-09-16,SKU03563,ST11,3.0,2.987,0.0129999999999999,0.0129999999999999
2025-09-16,SKU04879,ST11,0.0,0.0,0.0,0.0
2025-09-16,SKU01052,ST12,15.0,15.109266666666667,-0.10926666666666662,0.10926666666666662
2025-09-16,SKU01506,ST12,0.0,0.0,0.0,0.0
2025-09-16,SKU04606,ST12,0.0,0.0,0.0,0.0
2025-09-16,SKU03696,ST13,0.0,0.0,0.0,0.0
2025-09-16,SKU04190,ST13,0.0,0.0,0.0,0.0
2025-09-16,SKU04322,ST13,0.0,0.0,0.0,0.0
2025-09-16,SKU04453,ST13,0.0,0.0,0.0,0.0
2025-09-16,SKU03039,ST14,2.0,2.003,-0.0030000000000001137,0.0030000000000001137
2025-09-16,SKU01180,ST16,0.0,0.0,0.0,0.0
2025-09-16,SKU01382,ST16,0.0,0.0,0.0,0.0
2025-09-16,SKU03962,ST16,0.0,0.0,0.0,0.0
2025-09-16,SKU02556,ST17,20.0,17.0281380952381,2.9718619047619015,2.9718619047619015
2025-09-16,SKU04668,ST17,12.0,12.151228571428572,-0.1512285714285717,0.1512285714285717
2025-09-16,SKU04807,ST17,0.0,0.0,0.0,0.0
2025-09-16,SKU00966,ST18,0.0,0.0,0.0,0.0
2025-09-16,SKU01662,ST18,5.0,5.024666666666667,-0.024666666666666615,0.024666666666666615
2025-09-16,SKU03690,ST18,0.0,0.0,0.0,0.0
2025-09-16,SKU04746,ST18,0.0,0.0,0.0,0.0
2025-09-16,SKU04969,ST18,0.0,0.0,0.0,0.0
2025-09-16,SKU00537,ST19,15.0,15.1578,-0.15779999999999994,0.15779999999999994
2025-09-16,SKU02433,ST19,18.0,18.088438095238097,-0.08843809523809654,0.08843809523809654
2025-09-16,SKU03938,ST19,6.0,6.023711111111112,-0.023711111111111904,0.023711111111111904
2025-09-16,SKU00293,ST20,0.0,0.0,0.0,0.0
2025-09-16,SKU01882,ST20,12.0,12.026866666666667,-0.026866666666666816,0.026866666666666816
2025-09-16,SKU04547,ST20,46.0,39.17917460317462,6.820825396825377,6.820825396825377
2025-09-16,SKU02571,ST21,0.0,0.0,0.0,0.0
2025-09-16,SKU02665,ST21,7.0,7.007,-0.006999999999999673,0.006999999999999673
2025-09-16,SKU03006,ST21,0.0,0.0,0.0,0.0
2025-09-16,SKU04356,ST21,0.0,0.0,0.0,0.0
2025-09-16,SKU00516,ST22,4.0,4.037933333333334,-0.03793333333333404,0.03793333333333404
2025-09-16,SKU01944,ST22,0.0,0.0,0.0,0.0
2025-09-16,SKU02450,ST22,0.0,0.0,0.0,0.0
2025-09-16,SKU03055,ST22,0.0,0.0,0.0,0.0
2025-09-16,SKU00894,ST23,14.0,14.013666666666664,-0.01366666666666383,0.01366666666666383
2025-09-16,SKU02828,ST23,0.0,0.0,0.0,0.0
2025-09-16,SKU03884,ST23,13.0,12.849400000000001,0.15059999999999896,0.15059999999999896
2025-09-16,SKU04241,ST23,9.0,9.106666666666667,-0.10666666666666735,0.10666666666666735
2025-09-16,SKU04413,ST23,0.0,0.0,0.0,0.0
2025-09-16,SKU00076,ST24,17.0,16.971,0.028999999999999915,0.028999999999999915
2025-09-16,SKU00769,ST24,14.0,13.349561904761906,0.6504380952380941,0.6504380952380941
2025-09-16,SKU01655,ST24,0.0,0.0,0.0,0.0
2025-09-16,SKU04855,ST24,0.0,0.0,0.0,0.0
2025-09-16,SKU00258,ST25,0.0,0.0,0.0,0.0
2025-09-16,SKU00530,ST25,0.0,0.0,0.0,0.0
2025-09-16,SKU00552,ST25,10.0,9.932000000000002,0.06799999999999784,0.06799999999999784
2025-09-16,SKU01023,ST25,0.0,0.0,0.0,0.0
2025-09-16,SKU02550,ST25,13.0,12.912333333333335,0.08766666666666545,0.08766666666666545
2025-09-16,SKU03943,ST25,3.0,3.007,-0.007000000000000117,0.007000000000000117
2025-09-16,SKU04445,ST25,2.0,2.103,-0.1030000000000002,0.1030000000000002
2025-09-16,SKU04947,ST25,1.0,1.0,0.0,0.0
2025-09-16,SKU01695,ST26,0.0,0.0,0.0,0.0
2025-09-16,SKU04643,ST26,0.0,0.0,0.0,0.0
2025-09-16,SKU00907,ST27,0.0,0.0,0.0,0.0
2025-09-16,SKU01800,ST27,6.0,6.173666666666667,-0.17366666666666664,0.17366666666666664
2025-09-16,SKU04166,ST27,0.0,0.0,0.0,0.0
2025-09-16,SKU04393,ST27,0.0,0.0,0.0,0.0
2025-09-16,SKU04461,ST27,5.0,5.1162,-0.11620000000000008,0.11620000000000008
2025-09-16,SKU04493,ST27,0.0,0.0,0.0,0.0
2025-09-16,SKU01011,ST28,0.0,0.0,0.0,0.0
2025-09-16,SKU02445,ST28,13.0,12.962333333333332,0.03766666666666829,0.03766666666666829
2025-09-16,SKU02593,ST28,0.0,0.0,0.0,0.0
2025-09-16,SKU03055,ST28,17.0,16.8764,0.12359999999999971,0.12359999999999971
2025-09-16,SKU03402,ST28,26.0,25.661657142857145,0.3383428571428553,0.3383428571428553
2025-09-16,SKU03911,ST28,0.0,0.0,0.0,0.0
2025-09-16,SKU00274,ST29,0.0,0.0,0.0,0.0
2025-09-16,SKU01210,ST29,0.0,0.0,0.0,0.0
2025-09-16,SKU02763,ST29,0.0,0.0,0.0,0.0
2025-09-16,SKU04221,ST29,12.0,11.865999999999998,0.13400000000000212,0.13400000000000212
2025-09-16,SKU00084,ST30,5.0,5.260266666666666,-0.2602666666666664,0.2602666666666664
