sku_id,total_records,stockout_records,avg_stock,avg_reorder_point,stockout_rate
SKU02381,26,26,0.0,53.73076923076923,100.0
SKU02660,26,26,0.0,54.88461538461539,100.0
SKU00002,25,25,0.0,63.28,100.0
SKU00190,25,25,0.0,57.84,100.0
SKU00484,25,25,0.0,56.32,100.0
SKU01152,25,25,0.0,65.84,100.0
SKU01466,25,25,0.0,67.32,100.0
SKU03057,25,25,0.0,64.4,100.0
SKU01021,24,24,0.0,74.08333333333333,100.0
SKU01170,24,24,0.0,55.75,100.0
SKU01414,24,24,0.0,61.125,100.0
SKU01578,24,24,0.0,64.95833333333333,100.0
SKU02046,24,24,0.0,60.5,100.0
SKU02531,24,24,0.0,66.66666666666667,100.0
SKU03476,24,24,0.0,61.125,100.0
SKU03578,24,24,0.0,55.708333333333336,100.0
SKU03743,24,24,0.0,61.75,100.0
SKU03870,24,24,0.0,60.083333333333336,100.0
SKU03907,24,24,0.0,57.666666666666664,100.0
SKU04783,24,24,0.0,62.541666666666664,100.0
SKU00020,23,23,0.0,59.04347826086956,100.0
SKU00363,23,23,0.0,58.30434782608695,100.0
SKU01138,23,23,0.0,67.0,100.0
SKU01153,23,23,0.0,61.391304347826086,100.0
SKU01274,23,23,0.0,63.130434782608695,100.0
SKU01370,23,23,0.0,60.52173913043478,100.0
SKU02176,23,23,0.0,54.47826086956522,100.0
SKU02247,23,23,0.0,55.21739130434783,100.0
SKU02892,23,23,0.0,60.69565217391305,100.0
SKU03199,23,23,0.0,68.30434782608695,100.0
SKU04329,23,23,0.0,53.391304347826086,100.0
SKU04350,23,23,0.0,61.130434782608695,100.0
SKU04453,23,23,0.0,56.04347826086956,100.0
SKU00169,22,22,0.0,50.18181818181818,100.0
SKU00416,22,22,0.0,55.18181818181818,100.0
SKU00692,22,22,0.0,57.31818181818182,100.0
SKU00728,22,22,0.0,54.5,100.0
SKU00823,22,22,0.0,60.0,100.0
SKU00830,22,22,0.0,59.22727272727273,100.0
SKU00953,22,22,0.0,50.31818181818182,100.0
SKU01030,22,22,0.0,57.13636363636363,100.0
SKU01371,22,22,0.0,55.90909090909091,100.0
SKU02503,22,22,0.0,47.72727272727273,100.0
SKU02543,22,22,0.0,55.68181818181818,100.0
SKU02640,22,22,0.0,55.90909090909091,100.0
SKU02930,22,22,0.0,48.81818181818182,100.0
SKU03292,22,22,0.0,61.18181818181818,100.0
SKU03425,22,22,0.0,55.81818181818182,100.0
SKU03546,22,22,0.0,59.31818181818182,100.0
SKU03633,22,22,0.0,59.22727272727273,100.0
SKU04166,22,22,0.0,58.09090909090909,100.0
SKU04346,22,22,0.0,66.63636363636364,100.0
SKU00285,21,21,0.0,63.904761904761905,100.0
SKU00291,21,21,0.0,61.904761904761905,100.0
SKU00774,21,21,0.0,62.904761904761905,100.0
SKU00920,21,21,0.0,60.0,100.0
SKU01037,21,21,0.0,62.285714285714285,100.0
SKU02340,21,21,0.0,65.28571428571429,100.0
SKU04273,21,21,0.0,65.19047619047619,100.0
SKU04489,21,21,0.0,58.285714285714285,100.0
SKU04663,21,21,0.0,66.57142857142857,100.0
SKU04926,21,21,0.0,60.42857142857143,100.0
SKU00445,20,20,0.0,57.3,100.0
SKU00832,20,20,0.0,53.7,100.0
SKU00942,20,20,0.0,64.65,100.0
SKU00994,20,20,0.0,63.35,100.0
SKU01009,20,20,0.0,62.8,100.0
SKU01045,20,20,0.0,62.8,100.0
SKU01420,20,20,0.0,64.55,100.0
SKU02155,20,20,0.0,52.5,100.0
SKU02482,20,20,0.0,59.4,100.0
SKU02692,20,20,0.0,60.25,100.0
SKU02740,20,20,0.0,56.0,100.0
SKU03851,20,20,0.0,67.65,100.0
SKU04041,20,20,0.0,62.2,100.0
SKU04191,20,20,0.0,71.85,100.0
SKU04305,20,20,0.0,52.5,100.0
SKU04381,20,20,0.0,64.3,100.0
SKU04508,20,20,0.0,57.7,100.0
SKU04574,20,20,0.0,55.75,100.0
SKU04633,20,20,0.0,55.6,100.0
SKU04756,20,20,0.0,53.85,100.0
SKU00369,19,19,0.0,67.21052631578948,100.0
SKU01189,19,19,0.0,51.1578947368421,100.0
SKU01485,19,19,0.0,54.89473684210526,100.0
SKU01662,19,19,0.0,61.78947368421053,100.0
SKU01784,19,19,0.0,49.63157894736842,100.0
SKU02614,19,19,0.0,54.89473684210526,100.0
SKU03053,19,19,0.0,51.26315789473684,100.0
SKU04035,19,19,0.0,61.31578947368421,100.0
SKU04596,19,19,0.0,63.73684210526316,100.0
SKU02950,18,18,0.0,64.11111111111111,100.0
SKU02983,18,18,0.0,67.94444444444444,100.0
SKU04824,18,18,0.0,70.0,100.0
SKU01438,17,17,0.0,60.76470588235294,100.0
SKU02401,17,17,0.0,59.35294117647059,100.0
SKU03800,17,17,0.0,63.0,100.0
SKU04627,17,17,0.0,58.05882352941177,100.0
SKU00974,16,16,0.0,51.4375,100.0
SKU01993,16,16,0.0,52.9375,100.0
SKU02333,16,16,0.0,66.125,100.0
SKU04012,15,15,0.0,68.6,100.0
SKU04476,15,15,0.0,60.2,100.0
SKU00481,1,1,0.0,37.0,100.0
SKU00657,1,1,0.0,29.0,100.0
SKU00694,1,1,0.0,28.0,100.0
SKU01499,1,1,0.0,43.0,100.0
SKU01584,1,1,0.0,23.0,100.0
SKU02602,1,1,0.0,32.0,100.0
SKU03110,1,1,0.0,20.0,100.0
SKU04156,1,1,0.0,64.0,100.0
SKU04269,1,1,0.0,22.0,100.0
SKU03030,27,26,2.074074074074074,54.55555555555556,96.29629629629629
SKU00264,26,25,8.576923076923077,64.0,96.15384615384616
SKU04126,26,25,2.423076923076923,53.11538461538461,96.15384615384616
SKU01751,25,24,6.8,60.88,96.0
SKU02268,25,24,11.64,62.44,96.0
SKU02484,25,24,6.68,63.52,96.0
SKU02833,25,24,5.72,58.12,96.0
SKU04157,25,24,2.32,77.48,96.0
SKU04315,25,24,3.48,60.32,96.0
SKU04362,25,24,0.56,61.96,96.0
SKU00254,24,23,3.2916666666666665,51.291666666666664,95.83333333333334
SKU00376,24,23,3.1666666666666665,55.5,95.83333333333334
SKU00500,24,23,4.166666666666667,62.458333333333336,95.83333333333334
SKU00539,24,23,3.0,54.666666666666664,95.83333333333334
SKU00929,24,23,7.125,61.666666666666664,95.83333333333334
SKU01317,24,23,5.916666666666667,65.25,95.83333333333334
SKU01507,24,23,4.5,63.25,95.83333333333334
SKU01685,24,23,8.416666666666666,50.041666666666664,95.83333333333334
SKU02355,24,23,3.8333333333333335,58.291666666666664,95.83333333333334
SKU02449,24,23,6.125,61.916666666666664,95.83333333333334
SKU02526,24,23,1.4583333333333333,54.625,95.83333333333334
SKU02737,24,23,1.625,49.416666666666664,95.83333333333334
SKU03274,24,23,6.833333333333333,63.958333333333336,95.83333333333334
SKU04551,24,23,3.875,66.75,95.83333333333334
SKU00506,23,22,4.434782608695652,58.17391304347826,95.65217391304348
SKU00531,23,22,2.9130434782608696,64.43478260869566,95.65217391304348
SKU00976,23,22,10.173913043478262,57.69565217391305,95.65217391304348
SKU01547,23,22,6.956521739130435,60.73913043478261,95.65217391304348
SKU02462,23,22,0.21739130434782608,55.30434782608695,95.65217391304348
SKU02648,23,22,5.0,65.65217391304348,95.65217391304348
SKU02747,23,22,4.391304347826087,55.608695652173914,95.65217391304348
SKU02954,23,22,0.43478260869565216,57.30434782608695,95.65217391304348
SKU03353,23,22,0.043478260869565216,53.17391304347826,95.65217391304348
SKU03812,23,22,0.6521739130434783,59.08695652173913,95.65217391304348
SKU03840,23,22,2.9565217391304346,67.91304347826087,95.65217391304348
SKU04046,23,22,2.0434782608695654,62.34782608695652,95.65217391304348
SKU04562,23,22,0.5652173913043478,52.78260869565217,95.65217391304348
SKU01775,22,21,1.7272727272727273,60.54545454545455,95.45454545454545
SKU02826,22,21,0.5454545454545454,60.36363636363637,95.45454545454545
SKU02840,22,21,3.227272727272727,48.22727272727273,95.45454545454545
SKU03063,22,21,0.18181818181818182,53.09090909090909,95.45454545454545
SKU03535,22,21,12.136363636363637,44.04545454545455,95.45454545454545
SKU04913,22,21,6.363636363636363,59.68181818181818,95.45454545454545
SKU02079,21,20,0.047619047619047616,58.76190476190476,95.23809523809523
SKU02538,21,20,3.4761904761904763,67.85714285714286,95.23809523809523
SKU02657,21,20,8.285714285714286,53.04761904761905,95.23809523809523
SKU02776,21,20,1.0,53.19047619047619,95.23809523809523
SKU03088,21,20,1.5238095238095237,66.76190476190476,95.23809523809523
SKU03259,21,20,4.904761904761905,59.38095238095238,95.23809523809523
SKU03693,21,20,8.238095238095237,65.47619047619048,95.23809523809523
SKU04847,21,20,9.476190476190476,63.42857142857143,95.23809523809523
SKU00062,20,19,11.4,61.05,95.0
SKU00538,20,19,5.2,54.95,95.0
SKU00628,20,19,2.1,52.95,95.0
SKU01048,20,19,3.5,62.55,95.0
SKU02141,20,19,10.4,57.15,95.0
SKU02368,20,19,0.05,61.55,95.0
SKU02532,20,19,7.2,66.35,95.0
SKU02683,20,19,3.35,67.2,95.0
SKU03727,20,19,5.1,59.4,95.0
SKU04140,20,19,5.4,62.3,95.0
SKU00177,19,18,2.8421052631578947,60.10526315789474,94.73684210526315
SKU00263,19,18,5.7894736842105265,56.26315789473684,94.73684210526315
SKU01988,19,18,2.3157894736842106,56.68421052631579,94.73684210526315
SKU02068,19,18,2.789473684210526,55.1578947368421,94.73684210526315
SKU02088,19,18,2.263157894736842,67.78947368421052,94.73684210526315
SKU04321,19,18,13.68421052631579,54.0,94.73684210526315
SKU00079,18,17,7.666666666666667,63.44444444444444,94.44444444444444
SKU00286,18,17,8.944444444444445,64.77777777777777,94.44444444444444
SKU04318,18,17,2.111111111111111,55.166666666666664,94.44444444444444
SKU04348,18,17,0.8888888888888888,59.72222222222222,94.44444444444444
SKU04646,18,17,0.3333333333333333,56.05555555555556,94.44444444444444
SKU03876,17,16,4.0588235294117645,55.64705882352941,94.11764705882352
SKU03622,16,15,5.0625,61.4375,93.75
SKU03702,16,15,1.0,58.625,93.75
SKU01363,15,14,1.2666666666666666,68.4,93.33333333333333
SKU00996,27,25,5.851851851851852,64.77777777777777,92.5925925925926
SKU03171,25,23,1.36,62.32,92.0
SKU04016,25,23,11.28,57.04,92.0
SKU04571,24,22,9.333333333333334,64.08333333333333,91.66666666666666
SKU04032,23,21,5.434782608695652,58.21739130434783,91.30434782608695
SKU04280,23,21,14.565217391304348,55.391304347826086,91.30434782608695
SKU00845,22,20,5.818181818181818,52.63636363636363,90.9090909090909
SKU00328,21,19,3.4285714285714284,70.95238095238095,90.47619047619048
SKU03323,21,19,7.190476190476191,58.142857142857146,90.47619047619048
SKU04245,21,19,4.714285714285714,59.38095238095238,90.47619047619048
SKU01677,20,18,9.45,69.9,90.0
SKU02898,20,18,2.55,50.85,90.0
SKU02858,19,17,11.105263157894736,63.68421052631579,89.47368421052632
SKU04626,19,17,11.736842105263158,62.578947368421055,89.47368421052632
SKU00050,18,16,2.6666666666666665,59.22222222222222,88.88888888888889
SKU02923,18,16,8.11111111111111,70.22222222222223,88.88888888888889
SKU04105,18,16,4.0,67.38888888888889,88.88888888888889
SKU04154,23,20,14.217391304347826,63.95652173913044,86.95652173913044
SKU00893,19,16,5.631578947368421,51.78947368421053,84.21052631578947
SKU04710,24,20,20.625,57.041666666666664,83.33333333333334
SKU01164,17,14,19.0,64.11764705882354,82.35294117647058
SKU02031,3,2,25.333333333333332,41.333333333333336,66.66666666666666
SKU00272,2,1,23.0,29.5,50.0
SKU00861,2,1,12.0,62.5,50.0
SKU00867,2,1,24.5,40.5,50.0
SKU00922,2,1,3.5,46.5,50.0
SKU01102,2,1,41.5,36.5,50.0
SKU01620,2,1,66.0,47.0,50.0
SKU01837,2,1,60.0,63.0,50.0
SKU01842,2,1,36.0,86.5,50.0
SKU01858,2,1,49.0,31.0,50.0
SKU02506,2,1,12.0,45.5,50.0
SKU02837,2,1,45.5,70.0,50.0
SKU04169,2,1,38.5,33.0,50.0
SKU04309,2,1,5.5,77.0,50.0
SKU04434,2,1,25.0,37.0,50.0
SKU04871,2,1,0.5,46.5,50.0
SKU00076,3,1,51.0,46.0,33.33333333333333
SKU00245,3,1,26.333333333333332,57.0,33.33333333333333
SKU00397,3,1,118.33333333333333,53.333333333333336,33.33333333333333
SKU00408,3,1,82.0,49.0,33.33333333333333
SKU00668,3,1,48.0,34.666666666666664,33.33333333333333
SKU00768,3,1,89.0,53.666666666666664,33.33333333333333
SKU00984,3,1,50.0,60.333333333333336,33.33333333333333
SKU01020,3,1,25.333333333333332,76.33333333333333,33.33333333333333
SKU01355,3,1,121.0,67.0,33.33333333333333
SKU01884,3,1,131.66666666666666,81.0,33.33333333333333
SKU01991,3,1,44.333333333333336,48.0,33.33333333333333
SKU02122,3,1,44.0,45.333333333333336,33.33333333333333
SKU02203,3,1,32.666666666666664,46.0,33.33333333333333
SKU02486,3,1,5.0,57.333333333333336,33.33333333333333
SKU03002,3,1,64.33333333333333,52.666666666666664,33.33333333333333
SKU03298,3,1,149.0,65.33333333333333,33.33333333333333
SKU03856,3,1,69.0,59.333333333333336,33.33333333333333
SKU03901,3,1,66.66666666666667,37.333333333333336,33.33333333333333
SKU03906,3,1,115.0,70.0,33.33333333333333
SKU04778,3,1,33.666666666666664,47.666666666666664,33.33333333333333
SKU04809,3,1,77.0,42.333333333333336,33.33333333333333
SKU00884,4,1,31.0,47.75,25.0
SKU00892,4,1,35.25,45.75,25.0
SKU01010,4,1,16.75,50.25,25.0
SKU01121,4,1,56.25,59.0,25.0
SKU01216,4,1,62.5,53.75,25.0
SKU01258,4,1,36.25,57.75,25.0
SKU01613,4,1,20.75,40.25,25.0
SKU01687,4,1,138.5,60.5,25.0
SKU02857,4,1,104.75,61.0,25.0
SKU04264,4,1,85.25,51.0,25.0
